entry_id,date,account_code,account_name,debit,credit,description,invoice_uuid,cost_center,approver
163,2025-09-08,5000,Gastos operativos,36352.74,0.0,Provision factura INV-00047 Constructora Integrales SC,INV-00047,CC-100 Operaciones,Valeria Mendez Garcia
164,2025-09-08,2100,Cuentas por pagar,0.0,36352.74,Provision factura INV-00047 Constructora Integrales SC,INV-00047,CC-100 Operaciones,Valeria Mendez Garcia
165,2025-09-29,2100,Cuentas por pagar,36352.74,0.0,Liquidacion SPEI BNK-00036 factura INV-00047,INV-00047,CC-100 Operaciones,Javier Ramirez Gonzalez
166,2025-09-29,1100,Bancos e inversiones,0.0,36352.74,Liquidacion SPEI BNK-00036 factura INV-00047,INV-00047,CC-100 Operaciones,Javier Ramirez Gonzalez
167,2025-12-18,5000,Gastos operativos,36416.47,0.0,Provision factura INV-00048 Logistica Globales SC,INV-00048,CC-100 Operaciones,Fernando Gutierrez Ortiz
168,2025-12-18,2100,Cuentas por pagar,0.0,36416.47,Provision factura INV-00048 Logistica Globales SC,INV-00048,CC-100 Operaciones,Fernando Gutierrez Ortiz
169,2025-12-28,2100,Cuentas por pagar,36416.47,0.0,Liquidacion SPEI BNK-00037 factura INV-00048,INV-00048,CC-100 Operaciones,Arturo Jimenez Gonzalez
170,2025-12-28,1100,Bancos e inversiones,0.0,36416.47,Liquidacion SPEI BNK-00037 factura INV-00048,INV-00048,CC-100 Operaciones,Arturo Jimenez Gonzalez
171,2025-11-25,5000,Gastos operativos,144253.93,0.0,Provision factura INV-00049 Mantenimiento del Norte SC,INV-00049,CC-100 Operaciones,Valeria Mendez Garcia
172,2025-11-25,2100,Cuentas por pagar,0.0,144253.93,Provision factura INV-00049 Mantenimiento del Norte SC,INV-00049,CC-100 Operaciones,Valeria Mendez Garcia
173,2025-12-06,2100,Cuentas por pagar,144253.93,0.0,Liquidacion SPEI BNK-00038 factura INV-00049,INV-00049,CC-100 Operaciones,Javier Ramirez Gonzalez
174,2025-12-06,1100,Bancos e inversiones,0.0,144253.93,Liquidacion SPEI BNK-00038 factura INV-00049,INV-00049,CC-100 Operaciones,Javier Ramirez Gonzalez
175,2025-10-11,5000,Gastos operativos,176227.13,0.0,Provision factura INV-00050 Mantenimiento del Norte SC,INV-00050,CC-100 Operaciones,Valeria Mendez Garcia
176,2025-10-11,2100,Cuentas por pagar,0.0,176227.13,Provision factura INV-00050 Mantenimiento del Norte SC,INV-00050,CC-100 Operaciones,Valeria Mendez Garcia
177,2025-11-06,2100,Cuentas por pagar,176227.13,0.0,Liquidacion SPEI BNK-00039 factura INV-00050,INV-00050,CC-100 Operaciones,Arturo Lopez Hernandez
178,2025-11-06,1100,Bancos e inversiones,0.0,176227.13,Liquidacion SPEI BNK-00039 factura INV-00050,INV-00050,CC-100 Operaciones,Arturo Lopez Hernandez
179,2025-03-16,5000,Gastos operativos,181698.93,0.0,Provision factura INV-00051 Logistica Avanzadas S de RL de,INV-00051,CC-100 Operaciones,Adriana Lopez Aguilar
180,2025-03-16,2100,Cuentas por pagar,0.0,181698.93,Provision factura INV-00051 Logistica Avanzadas S de RL de,INV-00051,CC-100 Operaciones,Adriana Lopez Aguilar
181,2025-03-23,2100,Cuentas por pagar,181698.93,0.0,Liquidacion SPEI BNK-00040 factura INV-00051,INV-00051,CC-100 Operaciones,Sofia Hernandez Martinez
182,2025-03-23,1100,Bancos e inversiones,0.0,181698.93,Liquidacion SPEI BNK-00040 factura INV-00051,INV-00051,CC-100 Operaciones,Sofia Hernandez Martinez
183,2026-02-08,5000,Gastos operativos,85967.58,0.0,Provision factura INV-00052 Constructora del Bajio S de RL,INV-00052,CC-100 Operaciones,Sofia Hernandez Martinez
184,2026-02-08,2100,Cuentas por pagar,0.0,85967.58,Provision factura INV-00052 Constructora del Bajio S de RL,INV-00052,CC-100 Operaciones,Sofia Hernandez Martinez
185,2026-02-19,2100,Cuentas por pagar,85967.58,0.0,Liquidacion SPEI BNK-00041 factura INV-00052,INV-00052,CC-100 Operaciones,Fernando Gutierrez Ortiz
186,2026-02-19,1100,Bancos e inversiones,0.0,85967.58,Liquidacion SPEI BNK-00041 factura INV-00052,INV-00052,CC-100 Operaciones,Fernando Gutierrez Ortiz
187,2025-02-02,5000,Gastos operativos,39152.48,0.0,Provision factura INV-00053 Asesores Especializados SA de ,INV-00053,CC-300 Logistica,Adriana Lopez Aguilar
188,2025-02-02,2100,Cuentas por pagar,0.0,39152.48,Provision factura INV-00053 Asesores Especializados SA de ,INV-00053,CC-300 Logistica,Adriana Lopez Aguilar
189,2025-02-16,2100,Cuentas por pagar,39152.48,0.0,Liquidacion SPEI BNK-00042 factura INV-00053,INV-00053,CC-100 Operaciones,Arturo Lopez Hernandez
190,2025-02-16,1100,Bancos e inversiones,0.0,39152.48,Liquidacion SPEI BNK-00042 factura INV-00053,INV-00053,CC-100 Operaciones,Arturo Lopez Hernandez
191,2026-03-20,5000,Gastos operativos,167309.64,0.0,Provision factura INV-00054 Logistica Avanzadas SA de CV,INV-00054,CC-200 Administracion,Arturo Lopez Hernandez
192,2026-03-20,2100,Cuentas por pagar,0.0,167309.64,Provision factura INV-00054 Logistica Avanzadas SA de CV,INV-00054,CC-200 Administracion,Arturo Lopez Hernandez
193,2025-02-25,5000,Gastos operativos,98988.77,0.0,Provision factura INV-00055 Mantenimiento Especializados S,INV-00055,CC-100 Operaciones,Valeria Mendez Garcia
194,2025-02-25,2100,Cuentas por pagar,0.0,98988.77,Provision factura INV-00055 Mantenimiento Especializados S,INV-00055,CC-100 Operaciones,Valeria Mendez Garcia
195,2025-03-06,2100,Cuentas por pagar,98988.77,0.0,Liquidacion SPEI BNK-00043 factura INV-00055,INV-00055,CC-100 Operaciones,Sofia Hernandez Martinez
196,2025-03-06,1100,Bancos e inversiones,0.0,98988.77,Liquidacion SPEI BNK-00043 factura INV-00055,INV-00055,CC-100 Operaciones,Sofia Hernandez Martinez
197,2025-10-27,5000,Gastos operativos,136894.37,0.0,Provision factura INV-00056 Logistica Avanzadas S de RL de,INV-00056,CC-300 Logistica,Arturo Perez Alvarez
198,2025-10-27,2100,Cuentas por pagar,0.0,136894.37,Provision factura INV-00056 Logistica Avanzadas S de RL de,INV-00056,CC-300 Logistica,Arturo Perez Alvarez
199,2025-11-19,2100,Cuentas por pagar,136894.37,0.0,Liquidacion SPEI BNK-00044 factura INV-00056,INV-00056,CC-100 Operaciones,Fernando Gutierrez Ortiz
200,2025-11-19,1100,Bancos e inversiones,0.0,136894.37,Liquidacion SPEI BNK-00044 factura INV-00056,INV-00056,CC-100 Operaciones,Fernando Gutierrez Ortiz
201,2025-02-28,5000,Gastos operativos,169198.6,0.0,Provision factura INV-00057 Consultores Globales S de RL d,INV-00057,CC-200 Administracion,Arturo Jimenez Gonzalez
202,2025-02-28,2100,Cuentas por pagar,0.0,169198.6,Provision factura INV-00057 Consultores Globales S de RL d,INV-00057,CC-200 Administracion,Arturo Jimenez Gonzalez
203,2025-08-21,5000,Gastos operativos,82271.52,0.0,Provision factura INV-00058 Tecnologia Globales SA de CV,INV-00058,CC-200 Administracion,Fernando Gutierrez Ortiz
204,2025-08-21,2100,Cuentas por pagar,0.0,82271.52,Provision factura INV-00058 Tecnologia Globales SA de CV,INV-00058,CC-200 Administracion,Fernando Gutierrez Ortiz
205,2025-09-05,2100,Cuentas por pagar,82271.52,0.0,Liquidacion SPEI BNK-00045 factura INV-00058,INV-00058,CC-100 Operaciones,Valeria Mendez Garcia
206,2025-09-05,1100,Bancos e inversiones,0.0,82271.52,Liquidacion SPEI BNK-00045 factura INV-00058,INV-00058,CC-100 Operaciones,Valeria Mendez Garcia
207,2025-08-31,5000,Gastos operativos,148857.55,0.0,Provision factura INV-00059 Asesores Globales SC,INV-00059,CC-100 Operaciones,Fernando Gutierrez Ortiz
208,2025-08-31,2100,Cuentas por pagar,0.0,148857.55,Provision factura INV-00059 Asesores Globales SC,INV-00059,CC-100 Operaciones,Fernando Gutierrez Ortiz
209,2025-09-30,2100,Cuentas por pagar,148857.55,0.0,Liquidacion SPEI BNK-00046 factura INV-00059,INV-00059,CC-100 Operaciones,Valeria Mendez Garcia
210,2025-09-30,1100,Bancos e inversiones,0.0,148857.55,Liquidacion SPEI BNK-00046 factura INV-00059,INV-00059,CC-100 Operaciones,Valeria Mendez Garcia
211,2025-10-28,5000,Gastos operativos,123889.36,0.0,Provision factura INV-00060 Asesores Globales SC,INV-00060,CC-300 Logistica,Adriana Lopez Aguilar
212,2025-10-28,2100,Cuentas por pagar,0.0,123889.36,Provision factura INV-00060 Asesores Globales SC,INV-00060,CC-300 Logistica,Adriana Lopez Aguilar
213,2025-11-25,2100,Cuentas por pagar,123889.36,0.0,Liquidacion SPEI BNK-00047 factura INV-00060,INV-00060,CC-100 Operaciones,Fernando Gutierrez Ortiz
214,2025-11-25,1100,Bancos e inversiones,0.0,123889.36,Liquidacion SPEI BNK-00047 factura INV-00060,INV-00060,CC-100 Operaciones,Fernando Gutierrez Ortiz
215,2026-01-31,5100,Sueldos y salarios operativos,59327.96,0.0,Nomina quincenal ordinaria Arturo Lopez Hernandez,,CC-200 Administracion,Director de Finanzas
216,2026-01-31,1100,Bancos e inversiones,0.0,59327.96,Nomina quincenal ordinaria Arturo Lopez Hernandez,,CC-200 Administracion,Director de Finanzas
217,2026-01-31,5100,Sueldos y salarios operativos,53005.61,0.0,Nomina quincenal ordinaria Adriana Lopez Aguilar,,CC-200 Administracion,Director de Finanzas
218,2026-01-31,1100,Bancos e inversiones,0.0,53005.61,Nomina quincenal ordinaria Adriana Lopez Aguilar,,CC-200 Administracion,Director de Finanzas
219,2026-01-31,5100,Sueldos y salarios operativos,63641.14,0.0,Nomina quincenal ordinaria Sofia Hernandez Martinez,,CC-200 Administracion,Director de Finanzas
220,2026-01-31,1100,Bancos e inversiones,0.0,63641.14,Nomina quincenal ordinaria Sofia Hernandez Martinez,,CC-200 Administracion,Director de Finanzas
221,2026-01-31,5100,Sueldos y salarios operativos,47817.63,0.0,Nomina quincenal ordinaria Lucia Rodriguez Ortiz,,CC-200 Administracion,Director de Finanzas
222,2026-01-31,1100,Bancos e inversiones,0.0,47817.63,Nomina quincenal ordinaria Lucia Rodriguez Ortiz,,CC-200 Administracion,Director de Finanzas
223,2026-01-31,5100,Sueldos y salarios operativos,37120.79,0.0,Nomina quincenal ordinaria Mauricio Gutierrez Ramirez,,CC-200 Administracion,Director de Finanzas
224,2026-01-31,1100,Bancos e inversiones,0.0,37120.79,Nomina quincenal ordinaria Mauricio Gutierrez Ramirez,,CC-200 Administracion,Director de Finanzas
225,2026-01-31,5100,Sueldos y salarios operativos,46850.5,0.0,Nomina quincenal ordinaria Javier Ramirez Gonzalez,,CC-200 Administracion,Director de Finanzas
226,2026-01-31,1100,Bancos e inversiones,0.0,46850.5,Nomina quincenal ordinaria Javier Ramirez Gonzalez,,CC-200 Administracion,Director de Finanzas
227,2026-01-31,5100,Sueldos y salarios operativos,31147.77,0.0,Nomina quincenal ordinaria Ricardo Lopez Gomez,,CC-200 Administracion,Director de Finanzas
228,2026-01-31,1100,Bancos e inversiones,0.0,31147.77,Nomina quincenal ordinaria Ricardo Lopez Gomez,,CC-200 Administracion,Director de Finanzas
229,2026-01-31,5100,Sueldos y salarios operativos,50239.66,0.0,Nomina quincenal ordinaria Adriana Jimenez Torres,,CC-200 Administracion,Director de Finanzas
230,2026-01-31,1100,Bancos e inversiones,0.0,50239.66,Nomina quincenal ordinaria Adriana Jimenez Torres,,CC-200 Administracion,Director de Finanzas
231,2026-01-31,5100,Sueldos y salarios operativos,31642.53,0.0,Nomina quincenal ordinaria Manuel Mendoza Ruiz,,CC-200 Administracion,Director de Finanzas
232,2026-01-31,1100,Bancos e inversiones,0.0,31642.53,Nomina quincenal ordinaria Manuel Mendoza Ruiz,,CC-200 Administracion,Director de Finanzas
233,2026-01-31,5100,Sueldos y salarios operativos,26653.39,0.0,Nomina quincenal ordinaria Sofia Aguilar Sanchez,,CC-200 Administracion,Director de Finanzas
234,2026-01-31,1100,Bancos e inversiones,0.0,26653.39,Nomina quincenal ordinaria Sofia Aguilar Sanchez,,CC-200 Administracion,Director de Finanzas
235,2026-02-10,5000,Gastos operativos,92800.0,0.0,Registro factura fantasma INV-00061,INV-00061,CC-999 General,SIN_AUTORIZACION
236,2026-02-10,2100,Cuentas por pagar,0.0,92800.0,Registro factura fantasma INV-00061,INV-00061,CC-999 General,SIN_AUTORIZACION
237,2026-02-14,2100,Cuentas por pagar,92800.0,0.0,Transferencia SPEI a EFOS BNK-00058,INV-00061,CC-100 Operaciones,SIN_AUTORIZACION
238,2026-02-14,1100,Bancos e inversiones,0.0,92800.0,Transferencia SPEI a EFOS BNK-00058,INV-00061,CC-100 Operaciones,SIN_AUTORIZACION
239,2026-02-22,5000,Gastos operativos,46400.0,0.0,Registro factura fantasma INV-00062,INV-00062,CC-999 General,SIN_AUTORIZACION
240,2026-02-22,2100,Cuentas por pagar,0.0,46400.0,Registro factura fantasma INV-00062,INV-00062,CC-999 General,SIN_AUTORIZACION
241,2026-02-26,2100,Cuentas por pagar,46400.0,0.0,Transferencia SPEI a EFOS BNK-00059,INV-00062,CC-100 Operaciones,SIN_AUTORIZACION
242,2026-02-26,1100,Bancos e inversiones,0.0,46400.0,Transferencia SPEI a EFOS BNK-00059,INV-00062,CC-100 Operaciones,SIN_AUTORIZACION
243,2026-03-28,1200,Clientes y cuentas por cobrar,160000.0,0.0,Registro de venta a credito fin de trimestre INV-00069,INV-00069,CC-400 Comercial,Director de Finanzas
244,2026-03-28,4000,Ingresos por ventas,0.0,160000.0,Registro de venta a credito fin de trimestre INV-00069,INV-00069,CC-400 Comercial,Director de Finanzas
245,2026-03-29,1200,Clientes y cuentas por cobrar,160000.0,0.0,Registro de venta a credito fin de trimestre INV-00070,INV-00070,CC-400 Comercial,Director de Finanzas
246,2026-03-29,4000,Ingresos por ventas,0.0,160000.0,Registro de venta a credito fin de trimestre INV-00070,INV-00070,CC-400 Comercial,Director de Finanzas
247,2026-01-15,5100,Sueldos y prestaciones laborales,55000.0,0.0,Prestacion de traslado y reubicacion aprobada RH Manuel Mendoza Ruiz,,CC-200 Administracion,Gerente de Recursos Humanos
248,2026-01-15,1100,Bancos e inversiones,0.0,55000.0,Prestacion de traslado y reubicacion aprobada RH Manuel Mendoza Ruiz,,CC-200 Administracion,Gerente de Recursos Humanos
